holdepladsnr,navn,type nr,type navn,type ikon,etrs89koordinat øst,etrs89koordinat nord,wgs84koordinat bredde,wgs84koordinat længde,rejseplanen herfra,rejseplanen hertil,rejseplanen herframobil,rejseplanen hertilmobil,rejseplanen afgangstavle,rejseplanen ankomsttavle
8603311,DR Byen st (Metro),2,Metro,http://geo.oiorest.dk/img/RP_pictogram_metro web.png,725769,6173615,55.6558127650973,12.5889896753412,http://www.rejseplanen.dk/bin/query.exe/mn?S=8603311&start=yes,http://www.rejseplanen.dk/bin/query.exe/mn?Z=8603311&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?S=8603311&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?Z=8603311&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8603311&boardType=dep&time=now&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8603311&boardType=arr&time=now&start=yes
8603312,Sundby st (Metro),2,Metro,http://geo.oiorest.dk/img/RP_pictogram_metro web.png,725625,6172424,55.6451989093425,12.5857281934014,http://www.rejseplanen.dk/bin/query.exe/mn?S=8603312&start=yes,http://www.rejseplanen.dk/bin/query.exe/mn?Z=8603312&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?S=8603312&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?Z=8603312&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8603312&boardType=dep&time=now&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8603312&boardType=arr&time=now&start=yes
8603313,Bella Center st (Metro),2,Metro,http://geo.oiorest.dk/img/RP_pictogram_metro web.png,725490,6171620,55.6380513362361,12.5829283900128,http://www.rejseplanen.dk/bin/query.exe/mn?S=8603313&start=yes,http://www.rejseplanen.dk/bin/query.exe/mn?Z=8603313&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?S=8603313&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?Z=8603313&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8603313&boardType=dep&time=now&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8603313&boardType=arr&time=now&start=yes
8603315,Ørestad st (Metro),2,Metro,http://geo.oiorest.dk/img/RP_pictogram_metro web.png,725319,6170608,55.629055017055,12.5793887510985,http://www.rejseplanen.dk/bin/query.exe/mn?S=8603315&start=yes,http://www.rejseplanen.dk/bin/query.exe/mn?Z=8603315&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?S=8603315&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?Z=8603315&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8603315&boardType=dep&time=now&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8603315&boardType=arr&time=now&start=yes
8603317,Vestamager st (Metro),2,Metro,http://geo.oiorest.dk/img/RP_pictogram_metro web.png,725117,6169520,55.619391331899,12.5752974367238,http://www.rejseplanen.dk/bin/query.exe/mn?S=8603317&start=yes,http://www.rejseplanen.dk/bin/query.exe/mn?Z=8603317&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?S=8603317&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?Z=8603317&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8603317&boardType=dep&time=now&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8603317&boardType=arr&time=now&start=yes
8603321,Amagerbro st (Metro),2,Metro,http://geo.oiorest.dk/img/RP_pictogram_metro web.png,726602,6174496,55.6633257183338,12.6029288812263,http://www.rejseplanen.dk/bin/query.exe/mn?S=8603321&start=yes,http://www.rejseplanen.dk/bin/query.exe/mn?Z=8603321&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?S=8603321&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?Z=8603321&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8603321&boardType=dep&time=now&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8603321&boardType=arr&time=now&start=yes
8603322,Lergravsparken st (Metro),2,Metro,http://geo.oiorest.dk/img/RP_pictogram_metro web.png,727457,6174404,55.6621013038072,12.6164167418779,http://www.rejseplanen.dk/bin/query.exe/mn?S=8603322&start=yes,http://www.rejseplanen.dk/bin/query.exe/mn?Z=8603322&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?S=8603322&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?Z=8603322&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8603322&boardType=dep&time=now&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8603322&boardType=arr&time=now&start=yes
8603323,Øresund st (Metro),2,Metro,http://geo.oiorest.dk/img/RP_pictogram_metro web.png,728216,6174399,55.6617006672074,12.6284531010633,http://www.rejseplanen.dk/bin/query.exe/mn?S=8603323&start=yes,http://www.rejseplanen.dk/bin/query.exe/mn?Z=8603323&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?S=8603323&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?Z=8603323&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8603323&boardType=dep&time=now&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8603323&boardType=arr&time=now&start=yes
8603324,Amager Strand st (Metro),2,Metro,http://geo.oiorest.dk/img/RP_pictogram_metro web.png,728443,6173833,55.6565184848362,12.6315835628037,http://www.rejseplanen.dk/bin/query.exe/mn?S=8603324&start=yes,http://www.rejseplanen.dk/bin/query.exe/mn?Z=8603324&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?S=8603324&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?Z=8603324&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8603324&boardType=dep&time=now&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8603324&boardType=arr&time=now&start=yes
8603326,Femøren st (Metro),2,Metro,http://geo.oiorest.dk/img/RP_pictogram_metro web.png,728932,6172613,55.645348302966,12.638323824339,http://www.rejseplanen.dk/bin/query.exe/mn?S=8603326&start=yes,http://www.rejseplanen.dk/bin/query.exe/mn?Z=8603326&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?S=8603326&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?Z=8603326&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8603326&boardType=dep&time=now&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8603326&boardType=arr&time=now&start=yes
8603327,Kastrup st (Metro),2,Metro,http://geo.oiorest.dk/img/RP_pictogram_metro web.png,729517,6171573,55.6357466194442,12.6467322749865,http://www.rejseplanen.dk/bin/query.exe/mn?S=8603327&start=yes,http://www.rejseplanen.dk/bin/query.exe/mn?Z=8603327&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?S=8603327&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?Z=8603327&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8603327&boardType=dep&time=now&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8603327&boardType=arr&time=now&start=yes
8603328,Lufthavnen st (Metro),2,Metro,http://geo.oiorest.dk/img/RP_pictogram_metro web.png,729717,6170958,55.6301373667228,12.6493895254302,http://www.rejseplanen.dk/bin/query.exe/mn?S=8603328&start=yes,http://www.rejseplanen.dk/bin/query.exe/mn?Z=8603328&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?S=8603328&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?Z=8603328&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8603328&boardType=dep&time=now&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8603328&boardType=arr&time=now&start=yes
