holdepladsnr,navn,type nr,type navn,type ikon,etrs89koordinat øst,etrs89koordinat nord,wgs84koordinat bredde,wgs84koordinat længde,rejseplanen herfra,rejseplanen hertil,rejseplanen herframobil,rejseplanen hertilmobil,rejseplanen afgangstavle,rejseplanen ankomsttavle
8600022,Skalborg st,3,Station,http://geo.oiorest.dk/img/RP_pictogram_tog web.png,554561,6318676,57.0083662810334,9.89837141645778,http://www.rejseplanen.dk/bin/query.exe/mn?S=8600022&start=yes,http://www.rejseplanen.dk/bin/query.exe/mn?Z=8600022&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?S=8600022&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?Z=8600022&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600022&boardType=dep&time=now&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600022&boardType=arr&time=now&start=yes
8600023,Svenstrup st (Jylland),3,Station,http://geo.oiorest.dk/img/RP_pictogram_tog web.png,552055,6314717,56.9730938346408,9.85629743494614,http://www.rejseplanen.dk/bin/query.exe/mn?S=8600023&start=yes,http://www.rejseplanen.dk/bin/query.exe/mn?Z=8600023&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?S=8600023&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?Z=8600023&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600023&boardType=dep&time=now&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600023&boardType=arr&time=now&start=yes
8600026,Støvring st,3,Station,http://geo.oiorest.dk/img/RP_pictogram_tog web.png,551416,6305567,56.8909744433988,9.84392947063088,http://www.rejseplanen.dk/bin/query.exe/mn?S=8600026&start=yes,http://www.rejseplanen.dk/bin/query.exe/mn?Z=8600026&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?S=8600026&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?Z=8600026&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600026&boardType=dep&time=now&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600026&boardType=arr&time=now&start=yes
8600027,Skørping st,3,Station,http://geo.oiorest.dk/img/RP_pictogram_tog web.png,554142,6299450,56.8357176962263,9.88736539236782,http://www.rejseplanen.dk/bin/query.exe/mn?S=8600027&start=yes,http://www.rejseplanen.dk/bin/query.exe/mn?Z=8600027&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?S=8600027&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?Z=8600027&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600027&boardType=dep&time=now&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600027&boardType=arr&time=now&start=yes
8600029,Arden st,3,Station,http://geo.oiorest.dk/img/RP_pictogram_tog web.png,552560,6292084,56.7697322464535,9.85992430912661,http://www.rejseplanen.dk/bin/query.exe/mn?S=8600029&start=yes,http://www.rejseplanen.dk/bin/query.exe/mn?Z=8600029&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?S=8600029&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?Z=8600029&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600029&boardType=dep&time=now&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600029&boardType=arr&time=now&start=yes
8600032,Hobro st,3,Station,http://geo.oiorest.dk/img/RP_pictogram_tog web.png,548006,6277981,56.6435353512272,9.78279057273704,http://www.rejseplanen.dk/bin/query.exe/mn?S=8600032&start=yes,http://www.rejseplanen.dk/bin/query.exe/mn?Z=8600032&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?S=8600032&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?Z=8600032&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600032&boardType=dep&time=now&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600032&boardType=arr&time=now&start=yes
8600040,Randers st,3,Station,http://geo.oiorest.dk/img/RP_pictogram_tog web.png,562977,6257953,56.4618557439447,10.0220100490159,http://www.rejseplanen.dk/bin/query.exe/mn?S=8600040&start=yes,http://www.rejseplanen.dk/bin/query.exe/mn?Z=8600040&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?S=8600040&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?Z=8600040&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600040&boardType=dep&time=now&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600040&boardType=arr&time=now&start=yes
8600044,Langå st,3,Station,http://geo.oiorest.dk/img/RP_pictogram_tog web.png,555331,6249446,56.3863947727533,9.89614788250432,http://www.rejseplanen.dk/bin/query.exe/mn?S=8600044&start=yes,http://www.rejseplanen.dk/bin/query.exe/mn?Z=8600044&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?S=8600044&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?Z=8600044&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600044&boardType=dep&time=now&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600044&boardType=arr&time=now&start=yes
8600047,Hadsten st,3,Station,http://geo.oiorest.dk/img/RP_pictogram_tog web.png,564759,6243023,56.3275002480358,10.0472354313942,http://www.rejseplanen.dk/bin/query.exe/mn?S=8600047&start=yes,http://www.rejseplanen.dk/bin/query.exe/mn?Z=8600047&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?S=8600047&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?Z=8600047&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600047&boardType=dep&time=now&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600047&boardType=arr&time=now&start=yes
8600048,Hinnerup st,3,Station,http://geo.oiorest.dk/img/RP_pictogram_tog web.png,565663,6235866,56.2630847244406,10.0600701886303,http://www.rejseplanen.dk/bin/query.exe/mn?S=8600048&start=yes,http://www.rejseplanen.dk/bin/query.exe/mn?Z=8600048&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?S=8600048&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?Z=8600048&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600048&boardType=dep&time=now&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600048&boardType=arr&time=now&start=yes
8600053,Aarhus H,3,Station,http://geo.oiorest.dk/img/RP_pictogram_tog web.png,574801,6223445,56.1501602230226,10.2040587290379,http://www.rejseplanen.dk/bin/query.exe/mn?S=8600053&start=yes,http://www.rejseplanen.dk/bin/query.exe/mn?Z=8600053&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?S=8600053&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?Z=8600053&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600053&boardType=dep&time=now&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600053&boardType=arr&time=now&start=yes
8600054,Viby Jylland st,3,Station,http://geo.oiorest.dk/img/RP_pictogram_tog web.png,572170,6220290,56.1222244609844,10.1608636267818,http://www.rejseplanen.dk/bin/query.exe/mn?S=8600054&start=yes,http://www.rejseplanen.dk/bin/query.exe/mn?Z=8600054&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?S=8600054&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?Z=8600054&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600054&boardType=dep&time=now&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600054&boardType=arr&time=now&start=yes
8600059,Hørning st,3,Station,http://geo.oiorest.dk/img/RP_pictogram_tog web.png,564586,6215697,56.0820500129746,10.0377872783104,http://www.rejseplanen.dk/bin/query.exe/mn?S=8600059&start=yes,http://www.rejseplanen.dk/bin/query.exe/mn?Z=8600059&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?S=8600059&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?Z=8600059&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600059&boardType=dep&time=now&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600059&boardType=arr&time=now&start=yes
8600061,Skanderborg st,3,Station,http://geo.oiorest.dk/img/RP_pictogram_tog web.png,557647,6211293,56.0433726217855,9.92535857175391,http://www.rejseplanen.dk/bin/query.exe/mn?S=8600061&start=yes,http://www.rejseplanen.dk/bin/query.exe/mn?Z=8600061&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?S=8600061&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?Z=8600061&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600061&boardType=dep&time=now&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600061&boardType=arr&time=now&start=yes
8600066,Horsens st,3,Station,http://geo.oiorest.dk/img/RP_pictogram_tog web.png,552357,6191122,55.8627628350591,9.83653657333298,http://www.rejseplanen.dk/bin/query.exe/mn?S=8600066&start=yes,http://www.rejseplanen.dk/bin/query.exe/mn?Z=8600066&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?S=8600066&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?Z=8600066&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600066&boardType=dep&time=now&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600066&boardType=arr&time=now&start=yes
8600071,Hedensted st,3,Station,http://geo.oiorest.dk/img/RP_pictogram_tog web.png,543822,6180432,55.7675692384351,9.69845837193963,http://www.rejseplanen.dk/bin/query.exe/mn?S=8600071&start=yes,http://www.rejseplanen.dk/bin/query.exe/mn?Z=8600071&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?S=8600071&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?Z=8600071&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600071&boardType=dep&time=now&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600071&boardType=arr&time=now&start=yes
8600073,Vejle st,3,Station,http://geo.oiorest.dk/img/RP_pictogram_tog web.png,533712,6173571,55.7067335285873,9.5364827177592,http://www.rejseplanen.dk/bin/query.exe/mn?S=8600073&start=yes,http://www.rejseplanen.dk/bin/query.exe/mn?Z=8600073&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?S=8600073&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?Z=8600073&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600073&boardType=dep&time=now&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600073&boardType=arr&time=now&start=yes
8600076,Brejning st,3,Station,http://geo.oiorest.dk/img/RP_pictogram_tog web.png,541471,6169161,55.6665091571023,9.65928183786289,http://www.rejseplanen.dk/bin/query.exe/mn?S=8600076&start=yes,http://www.rejseplanen.dk/bin/query.exe/mn?Z=8600076&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?S=8600076&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?Z=8600076&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600076&boardType=dep&time=now&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600076&boardType=arr&time=now&start=yes
8600077,Børkop st,3,Station,http://geo.oiorest.dk/img/RP_pictogram_tog web.png,541035,6166431,55.6420174890371,9.65194335272108,http://www.rejseplanen.dk/bin/query.exe/mn?S=8600077&start=yes,http://www.rejseplanen.dk/bin/query.exe/mn?Z=8600077&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?S=8600077&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?Z=8600077&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600077&boardType=dep&time=now&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600077&boardType=arr&time=now&start=yes
8600079,Fredericia st,3,Station,http://geo.oiorest.dk/img/RP_pictogram_tog web.png,546705,6158274,55.5682170814041,9.74063524513865,http://www.rejseplanen.dk/bin/query.exe/mn?S=8600079&start=yes,http://www.rejseplanen.dk/bin/query.exe/mn?Z=8600079&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?S=8600079&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?Z=8600079&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600079&boardType=dep&time=now&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600079&boardType=arr&time=now&start=yes
8600081,Taulov st,3,Station,http://geo.oiorest.dk/img/RP_pictogram_tog web.png,538853,6155627,55.5451225823291,9.61575721728498,http://www.rejseplanen.dk/bin/query.exe/mn?S=8600081&start=yes,http://www.rejseplanen.dk/bin/query.exe/mn?Z=8600081&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?S=8600081&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?Z=8600081&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600081&boardType=dep&time=now&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600081&boardType=arr&time=now&start=yes
8600083,Kolding st,3,Station,http://geo.oiorest.dk/img/RP_pictogram_tog web.png,530398,6149518,55.4908311564585,9.48109506872989,http://www.rejseplanen.dk/bin/query.exe/mn?S=8600083&start=yes,http://www.rejseplanen.dk/bin/query.exe/mn?Z=8600083&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?S=8600083&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?Z=8600083&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600083&boardType=dep&time=now&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600083&boardType=arr&time=now&start=yes
8600086,Lunderskov st,3,Station,http://geo.oiorest.dk/img/RP_pictogram_tog web.png,519174,6148247,55.4799794940081,9.30337386279282,http://www.rejseplanen.dk/bin/query.exe/mn?S=8600086&start=yes,http://www.rejseplanen.dk/bin/query.exe/mn?Z=8600086&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?S=8600086&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?Z=8600086&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600086&boardType=dep&time=now&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600086&boardType=arr&time=now&start=yes
8600087,Vamdrup st,3,Station,http://geo.oiorest.dk/img/RP_pictogram_tog web.png,518125,6142482,55.4282173002066,9.28640111797348,http://www.rejseplanen.dk/bin/query.exe/mn?S=8600087&start=yes,http://www.rejseplanen.dk/bin/query.exe/mn?Z=8600087&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?S=8600087&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?Z=8600087&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600087&boardType=dep&time=now&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600087&boardType=arr&time=now&start=yes
8600091,Vojens st,3,Station,http://geo.oiorest.dk/img/RP_pictogram_tog web.png,519426,6122458,55.2482359703055,9.30557050007866,http://www.rejseplanen.dk/bin/query.exe/mn?S=8600091&start=yes,http://www.rejseplanen.dk/bin/query.exe/mn?Z=8600091&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?S=8600091&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?Z=8600091&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600091&boardType=dep&time=now&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600091&boardType=arr&time=now&start=yes
8600094,Rødekro st,3,Station,http://geo.oiorest.dk/img/RP_pictogram_tog web.png,521294,6102543,55.0692020355774,9.33345723264402,http://www.rejseplanen.dk/bin/query.exe/mn?S=8600094&start=yes,http://www.rejseplanen.dk/bin/query.exe/mn?Z=8600094&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?S=8600094&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?Z=8600094&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600094&boardType=dep&time=now&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600094&boardType=arr&time=now&start=yes
8600097,Tinglev st,3,Station,http://geo.oiorest.dk/img/RP_pictogram_tog web.png,516522,6087736,54.9363231937338,9.25787530861313,http://www.rejseplanen.dk/bin/query.exe/mn?S=8600097&start=yes,http://www.rejseplanen.dk/bin/query.exe/mn?Z=8600097&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?S=8600097&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?Z=8600097&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600097&boardType=dep&time=now&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600097&boardType=arr&time=now&start=yes
8600100,Padborg st,3,Station,http://geo.oiorest.dk/img/RP_pictogram_tog web.png,523114,6075154,54.8229942533549,9.35975272398896,http://www.rejseplanen.dk/bin/query.exe/mn?S=8600100&start=yes,http://www.rejseplanen.dk/bin/query.exe/mn?Z=8600100&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?S=8600100&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?Z=8600100&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600100&boardType=dep&time=now&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600100&boardType=arr&time=now&start=yes
8600116,Lindholm st,3,Station,http://geo.oiorest.dk/img/RP_pictogram_tog web.png,554847,6325178,57.0667354234871,9.90449780575207,http://www.rejseplanen.dk/bin/query.exe/mn?S=8600116&start=yes,http://www.rejseplanen.dk/bin/query.exe/mn?Z=8600116&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?S=8600116&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?Z=8600116&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600116&boardType=dep&time=now&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600116&boardType=arr&time=now&start=yes
8600117,Aalborg Vestby st,3,Station,http://geo.oiorest.dk/img/RP_pictogram_tog web.png,555118,6323684,57.0532835758242,9.90863841325491,http://www.rejseplanen.dk/bin/query.exe/mn?S=8600117&start=yes,http://www.rejseplanen.dk/bin/query.exe/mn?Z=8600117&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?S=8600117&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?Z=8600117&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600117&boardType=dep&time=now&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600117&boardType=arr&time=now&start=yes
8600129,Skolebakken st,3,Station,http://geo.oiorest.dk/img/RP_pictogram_tog web.png,575338,6224193,56.1567947848393,10.2129122210094,http://www.rejseplanen.dk/bin/query.exe/mn?S=8600129&start=yes,http://www.rejseplanen.dk/bin/query.exe/mn?Z=8600129&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?S=8600129&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?Z=8600129&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600129&boardType=dep&time=now&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600129&boardType=arr&time=now&start=yes
