holdepladsnr,navn,type nr,type navn,type ikon,etrs89koordinat øst,etrs89koordinat nord,wgs84koordinat bredde,wgs84koordinat længde,rejseplanen herfra,rejseplanen hertil,rejseplanen herframobil,rejseplanen hertilmobil,rejseplanen afgangstavle,rejseplanen ankomsttavle
8600426,Brøns st,3,Station,http://geo.oiorest.dk/img/RP_pictogram_tog web.png,483507,6116487,55.1946873325888,8.74091378598149,http://www.rejseplanen.dk/bin/query.exe/mn?S=8600426&start=yes,http://www.rejseplanen.dk/bin/query.exe/mn?Z=8600426&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?S=8600426&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?Z=8600426&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600426&boardType=dep&time=now&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600426&boardType=arr&time=now&start=yes
8600427,Skærbæk st,3,Station,http://geo.oiorest.dk/img/RP_pictogram_tog web.png,485421,6112489,55.1588211107458,8.77118615160224,http://www.rejseplanen.dk/bin/query.exe/mn?S=8600427&start=yes,http://www.rejseplanen.dk/bin/query.exe/mn?Z=8600427&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?S=8600427&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?Z=8600427&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600427&boardType=dep&time=now&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600427&boardType=arr&time=now&start=yes
8600428,Døstrup st (Sønderjylland),3,Station,http://geo.oiorest.dk/img/RP_pictogram_tog web.png,487739,6107893,55.1175835402679,8.80776492764766,http://www.rejseplanen.dk/bin/query.exe/mn?S=8600428&start=yes,http://www.rejseplanen.dk/bin/query.exe/mn?Z=8600428&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?S=8600428&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?Z=8600428&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600428&boardType=dep&time=now&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600428&boardType=arr&time=now&start=yes
8600430,Bredebro st,3,Station,http://geo.oiorest.dk/img/RP_pictogram_tog web.png,488730,6101145,55.0569678513448,8.82356946709781,http://www.rejseplanen.dk/bin/query.exe/mn?S=8600430&start=yes,http://www.rejseplanen.dk/bin/query.exe/mn?Z=8600430&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?S=8600430&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?Z=8600430&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600430&boardType=dep&time=now&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600430&boardType=arr&time=now&start=yes
8600431,Visby st,3,Station,http://geo.oiorest.dk/img/RP_pictogram_tog web.png,487338,6095867,55.0095045386068,8.80201198505134,http://www.rejseplanen.dk/bin/query.exe/mn?S=8600431&start=yes,http://www.rejseplanen.dk/bin/query.exe/mn?Z=8600431&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?S=8600431&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?Z=8600431&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600431&boardType=dep&time=now&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600431&boardType=arr&time=now&start=yes
8600432,Tønder st,3,Station,http://geo.oiorest.dk/img/RP_pictogram_tog web.png,491091,6087375,54.9332730389278,8.86095899971084,http://www.rejseplanen.dk/bin/query.exe/mn?S=8600432&start=yes,http://www.rejseplanen.dk/bin/query.exe/mn?Z=8600432&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?S=8600432&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?Z=8600432&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600432&boardType=dep&time=now&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600432&boardType=arr&time=now&start=yes
8600434,Tønder Nord st,3,Station,http://geo.oiorest.dk/img/RP_pictogram_tog web.png,491098,6088003,54.9389166795789,8.86104879168121,http://www.rejseplanen.dk/bin/query.exe/mn?S=8600434&start=yes,http://www.rejseplanen.dk/bin/query.exe/mn?Z=8600434&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?S=8600434&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?Z=8600434&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600434&boardType=dep&time=now&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600434&boardType=arr&time=now&start=yes
8600436,Ribe Nørremark st,3,Station,http://geo.oiorest.dk/img/RP_pictogram_tog web.png,485799,6132619,55.3397199405686,8.7761043372455,http://www.rejseplanen.dk/bin/query.exe/mn?S=8600436&start=yes,http://www.rejseplanen.dk/bin/query.exe/mn?Z=8600436&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?S=8600436&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?Z=8600436&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600436&boardType=dep&time=now&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600436&boardType=arr&time=now&start=yes
8600501,Middelfart st,3,Station,http://geo.oiorest.dk/img/RP_pictogram_tog web.png,546367,6150898,55.5019767993299,9.73404039412127,http://www.rejseplanen.dk/bin/query.exe/mn?S=8600501&start=yes,http://www.rejseplanen.dk/bin/query.exe/mn?Z=8600501&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?S=8600501&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?Z=8600501&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600501&boardType=dep&time=now&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600501&boardType=arr&time=now&start=yes
8600502,Kauslunde st,3,Station,http://geo.oiorest.dk/img/RP_pictogram_tog web.png,551268,6148055,55.4759434869036,9.81109530455535,http://www.rejseplanen.dk/bin/query.exe/mn?S=8600502&start=yes,http://www.rejseplanen.dk/bin/query.exe/mn?Z=8600502&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?S=8600502&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?Z=8600502&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600502&boardType=dep&time=now&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600502&boardType=arr&time=now&start=yes
8600503,Nørre Åby st,3,Station,http://geo.oiorest.dk/img/RP_pictogram_tog web.png,555005,6146353,55.4602456400617,9.8698731015978,http://www.rejseplanen.dk/bin/query.exe/mn?S=8600503&start=yes,http://www.rejseplanen.dk/bin/query.exe/mn?Z=8600503&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?S=8600503&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?Z=8600503&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600503&boardType=dep&time=now&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600503&boardType=arr&time=now&start=yes
8600504,Ejby st,3,Station,http://geo.oiorest.dk/img/RP_pictogram_tog web.png,558838,6142880,55.4285964765323,9.92974721925927,http://www.rejseplanen.dk/bin/query.exe/mn?S=8600504&start=yes,http://www.rejseplanen.dk/bin/query.exe/mn?Z=8600504&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?S=8600504&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?Z=8600504&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600504&boardType=dep&time=now&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600504&boardType=arr&time=now&start=yes
8600505,Gelsted st,3,Station,http://geo.oiorest.dk/img/RP_pictogram_tog web.png,561705,6139298,55.3960613666929,9.97425156208495,http://www.rejseplanen.dk/bin/query.exe/mn?S=8600505&start=yes,http://www.rejseplanen.dk/bin/query.exe/mn?Z=8600505&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?S=8600505&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?Z=8600505&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600505&boardType=dep&time=now&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600505&boardType=arr&time=now&start=yes
8600506,Aarup st,3,Station,http://geo.oiorest.dk/img/RP_pictogram_tog web.png,566602,6137909,55.3829418648974,10.0512244403721,http://www.rejseplanen.dk/bin/query.exe/mn?S=8600506&start=yes,http://www.rejseplanen.dk/bin/query.exe/mn?Z=8600506&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?S=8600506&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?Z=8600506&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600506&boardType=dep&time=now&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600506&boardType=arr&time=now&start=yes
8600507,Bred st,3,Station,http://geo.oiorest.dk/img/RP_pictogram_tog web.png,570065,6136868,55.3731072848839,10.1056113180194,http://www.rejseplanen.dk/bin/query.exe/mn?S=8600507&start=yes,http://www.rejseplanen.dk/bin/query.exe/mn?Z=8600507&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?S=8600507&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?Z=8600507&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600507&boardType=dep&time=now&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600507&boardType=arr&time=now&start=yes
8600508,Skalbjerg st,3,Station,http://geo.oiorest.dk/img/RP_pictogram_tog web.png,572341,6136135,55.3661919503073,10.1413287161223,http://www.rejseplanen.dk/bin/query.exe/mn?S=8600508&start=yes,http://www.rejseplanen.dk/bin/query.exe/mn?Z=8600508&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?S=8600508&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?Z=8600508&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600508&boardType=dep&time=now&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600508&boardType=arr&time=now&start=yes
8600509,Tommerup st,3,Station,http://geo.oiorest.dk/img/RP_pictogram_tog web.png,574984,6134307,55.3493729017101,10.1825280736055,http://www.rejseplanen.dk/bin/query.exe/mn?S=8600509&start=yes,http://www.rejseplanen.dk/bin/query.exe/mn?Z=8600509&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?S=8600509&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?Z=8600509&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600509&boardType=dep&time=now&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600509&boardType=arr&time=now&start=yes
8600511,Holmstrup st,3,Station,http://geo.oiorest.dk/img/RP_pictogram_tog web.png,580641,6135819,55.3620606845516,10.2721530492499,http://www.rejseplanen.dk/bin/query.exe/mn?S=8600511&start=yes,http://www.rejseplanen.dk/bin/query.exe/mn?Z=8600511&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?S=8600511&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?Z=8600511&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600511&boardType=dep&time=now&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600511&boardType=arr&time=now&start=yes
8600512,Odense st,3,Station,http://geo.oiorest.dk/img/RP_pictogram_tog web.png,587816,6140377,55.4017761589047,10.3867388322232,http://www.rejseplanen.dk/bin/query.exe/mn?S=8600512&start=yes,http://www.rejseplanen.dk/bin/query.exe/mn?Z=8600512&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?S=8600512&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?Z=8600512&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600512&boardType=dep&time=now&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600512&boardType=arr&time=now&start=yes
8600518,Nyborg st,3,Station,http://geo.oiorest.dk/img/RP_pictogram_tog web.png,614400,6131202,55.3138931675579,10.8025827187577,http://www.rejseplanen.dk/bin/query.exe/mn?S=8600518&start=yes,http://www.rejseplanen.dk/bin/query.exe/mn?Z=8600518&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?S=8600518&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?Z=8600518&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600518&boardType=dep&time=now&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600518&boardType=arr&time=now&start=yes
8600526,Odense sygehus st,3,Station,http://geo.oiorest.dk/img/RP_pictogram_tog web.png,586591,6138084,55.3813952495735,10.3666897575561,http://www.rejseplanen.dk/bin/query.exe/mn?S=8600526&start=yes,http://www.rejseplanen.dk/bin/query.exe/mn?Z=8600526&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?S=8600526&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?Z=8600526&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600526&boardType=dep&time=now&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600526&boardType=arr&time=now&start=yes
8600533,Fruens Bøge st,3,Station,http://geo.oiorest.dk/img/RP_pictogram_tog web.png,587314,6136795,55.3696877696751,10.377694889682,http://www.rejseplanen.dk/bin/query.exe/mn?S=8600533&start=yes,http://www.rejseplanen.dk/bin/query.exe/mn?Z=8600533&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?S=8600533&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?Z=8600533&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600533&boardType=dep&time=now&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600533&boardType=arr&time=now&start=yes
8600551,Svendborg st,3,Station,http://geo.oiorest.dk/img/RP_pictogram_tog web.png,602947,6102578,55.0593052003824,10.6117892640785,http://www.rejseplanen.dk/bin/query.exe/mn?S=8600551&start=yes,http://www.rejseplanen.dk/bin/query.exe/mn?Z=8600551&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?S=8600551&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?Z=8600551&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600551&boardType=dep&time=now&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600551&boardType=arr&time=now&start=yes
8600555,Svendborg vest st,3,Station,http://geo.oiorest.dk/img/RP_pictogram_tog web.png,601045,6102134,55.0557072465796,10.5818660876039,http://www.rejseplanen.dk/bin/query.exe/mn?S=8600555&start=yes,http://www.rejseplanen.dk/bin/query.exe/mn?Z=8600555&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?S=8600555&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?Z=8600555&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600555&boardType=dep&time=now&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600555&boardType=arr&time=now&start=yes
8600559,Hjallese st,3,Station,http://geo.oiorest.dk/img/RP_pictogram_tog web.png,588270,6135539,55.3582339586615,10.3923780957275,http://www.rejseplanen.dk/bin/query.exe/mn?S=8600559&start=yes,http://www.rejseplanen.dk/bin/query.exe/mn?Z=8600559&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?S=8600559&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?Z=8600559&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600559&boardType=dep&time=now&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600559&boardType=arr&time=now&start=yes
8600560,Højby Fyn st,3,Station,http://geo.oiorest.dk/img/RP_pictogram_tog web.png,590991,6132472,55.3301864833767,10.4342884762065,http://www.rejseplanen.dk/bin/query.exe/mn?S=8600560&start=yes,http://www.rejseplanen.dk/bin/query.exe/mn?Z=8600560&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?S=8600560&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?Z=8600560&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600560&boardType=dep&time=now&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600560&boardType=arr&time=now&start=yes
8600561,Årslev st,3,Station,http://geo.oiorest.dk/img/RP_pictogram_tog web.png,593077,6129300,55.3013020840243,10.4661062119709,http://www.rejseplanen.dk/bin/query.exe/mn?S=8600561&start=yes,http://www.rejseplanen.dk/bin/query.exe/mn?Z=8600561&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?S=8600561&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?Z=8600561&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600561&boardType=dep&time=now&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600561&boardType=arr&time=now&start=yes
8600562,Pederstrup st,3,Station,http://geo.oiorest.dk/img/RP_pictogram_tog web.png,594387,6127333,55.2833832360371,10.4860725036791,http://www.rejseplanen.dk/bin/query.exe/mn?S=8600562&start=yes,http://www.rejseplanen.dk/bin/query.exe/mn?Z=8600562&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?S=8600562&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?Z=8600562&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600562&boardType=dep&time=now&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600562&boardType=arr&time=now&start=yes
8600563,Ringe st,3,Station,http://geo.oiorest.dk/img/RP_pictogram_tog web.png,594206,6122404,55.2391405487222,10.4815750272359,http://www.rejseplanen.dk/bin/query.exe/mn?S=8600563&start=yes,http://www.rejseplanen.dk/bin/query.exe/mn?Z=8600563&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?S=8600563&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?Z=8600563&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600563&boardType=dep&time=now&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600563&boardType=arr&time=now&start=yes
8600564,Rudme st,3,Station,http://geo.oiorest.dk/img/RP_pictogram_tog web.png,594645,6117909,55.1986776808872,10.4869699317458,http://www.rejseplanen.dk/bin/query.exe/mn?S=8600564&start=yes,http://www.rejseplanen.dk/bin/query.exe/mn?Z=8600564&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?S=8600564&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?Z=8600564&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600564&boardType=dep&time=now&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600564&boardType=arr&time=now&start=yes
8600565,Kværndrup st,3,Station,http://geo.oiorest.dk/img/RP_pictogram_tog web.png,596753,6115620,55.1777075144883,10.5192930901062,http://www.rejseplanen.dk/bin/query.exe/mn?S=8600565&start=yes,http://www.rejseplanen.dk/bin/query.exe/mn?Z=8600565&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?S=8600565&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?Z=8600565&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600565&boardType=dep&time=now&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600565&boardType=arr&time=now&start=yes
8600566,Stenstrup st,3,Station,http://geo.oiorest.dk/img/RP_pictogram_tog web.png,596201,6110493,55.1317589736321,10.5088887458554,http://www.rejseplanen.dk/bin/query.exe/mn?S=8600566&start=yes,http://www.rejseplanen.dk/bin/query.exe/mn?Z=8600566&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?S=8600566&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?Z=8600566&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600566&boardType=dep&time=now&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600566&boardType=arr&time=now&start=yes
8600567,Stenstrup Syd st,3,Station,http://geo.oiorest.dk/img/RP_pictogram_tog web.png,596622,6109237,55.1203942998071,10.515062148944,http://www.rejseplanen.dk/bin/query.exe/mn?S=8600567&start=yes,http://www.rejseplanen.dk/bin/query.exe/mn?Z=8600567&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?S=8600567&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?Z=8600567&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600567&boardType=dep&time=now&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600567&boardType=arr&time=now&start=yes
8600600,Hvidovre st,3,Station,http://geo.oiorest.dk/img/RP_pictogram_tog web.png,718512,6174215,55.6645104792818,12.4743459816788,http://www.rejseplanen.dk/bin/query.exe/mn?S=8600600&start=yes,http://www.rejseplanen.dk/bin/query.exe/mn?Z=8600600&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?S=8600600&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?Z=8600600&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600600&boardType=dep&time=now&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600600&boardType=arr&time=now&start=yes
8600601,Korsør st,3,Station,http://geo.oiorest.dk/img/RP_pictogram_tog web.png,635368,6136582,55.3568843938889,11.135333488057,http://www.rejseplanen.dk/bin/query.exe/mn?S=8600601&start=yes,http://www.rejseplanen.dk/bin/query.exe/mn?Z=8600601&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?S=8600601&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?Z=8600601&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600601&boardType=dep&time=now&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600601&boardType=arr&time=now&start=yes
8600605,Slagelse st,3,Station,http://geo.oiorest.dk/img/RP_pictogram_tog web.png,648721,6142628,55.4073080480181,11.3489951999096,http://www.rejseplanen.dk/bin/query.exe/mn?S=8600605&start=yes,http://www.rejseplanen.dk/bin/query.exe/mn?Z=8600605&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?S=8600605&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?Z=8600605&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600605&boardType=dep&time=now&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600605&boardType=arr&time=now&start=yes
8600608,Sorø st,3,Station,http://geo.oiorest.dk/img/RP_pictogram_tog web.png,662613,6144460,55.4193454017511,11.5692459316233,http://www.rejseplanen.dk/bin/query.exe/mn?S=8600608&start=yes,http://www.rejseplanen.dk/bin/query.exe/mn?Z=8600608&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?S=8600608&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?Z=8600608&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600608&boardType=dep&time=now&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600608&boardType=arr&time=now&start=yes
8600611,Ringsted st,3,Station,http://geo.oiorest.dk/img/RP_pictogram_tog web.png,676267,6147108,55.4383938124439,11.7863760300788,http://www.rejseplanen.dk/bin/query.exe/mn?S=8600611&start=yes,http://www.rejseplanen.dk/bin/query.exe/mn?Z=8600611&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?S=8600611&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?Z=8600611&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600611&boardType=dep&time=now&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600611&boardType=arr&time=now&start=yes
8600614,Borup st,3,Station,http://geo.oiorest.dk/img/RP_pictogram_tog web.png,687771,6153850,55.4946212428772,11.9725147631711,http://www.rejseplanen.dk/bin/query.exe/mn?S=8600614&start=yes,http://www.rejseplanen.dk/bin/query.exe/mn?Z=8600614&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?S=8600614&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?Z=8600614&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600614&boardType=dep&time=now&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600614&boardType=arr&time=now&start=yes
8600615,Viby Sjælland st,3,Station,http://geo.oiorest.dk/img/RP_pictogram_tog web.png,690787,6160108,55.5496077677578,12.0244940419256,http://www.rejseplanen.dk/bin/query.exe/mn?S=8600615&start=yes,http://www.rejseplanen.dk/bin/query.exe/mn?Z=8600615&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?S=8600615&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?Z=8600615&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600615&boardType=dep&time=now&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600615&boardType=arr&time=now&start=yes
8600617,Roskilde st,3,Station,http://geo.oiorest.dk/img/RP_pictogram_tog web.png,694383,6170239,55.6390892015305,12.0885468461459,http://www.rejseplanen.dk/bin/query.exe/mn?S=8600617&start=yes,http://www.rejseplanen.dk/bin/query.exe/mn?Z=8600617&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?S=8600617&start=yes,http://www.rejseplanen.dk/mobil-bin/query.exe/mox?Z=8600617&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600617&boardType=dep&time=now&start=yes,http://www.rejseplanen.dk/bin/stboard.exe/mn?ml=m&input=8600617&boardType=arr&time=now&start=yes
